numEurope	CIS	codeEurope	fullNumber	numSPC	date	year	url	fileName
7	66081056	EU/1/96/007	20200116146821	146821	2020-01-16	2020	http://ec.europa.eu/health/documents/community-register/2020/20200116146821/anx_146821_fr.pdf	anx_146821_fr.pdf
7	66537912	EU/1/96/007	20200116146821	146821	2020-01-16	2020	http://ec.europa.eu/health/documents/community-register/2020/20200116146821/anx_146821_fr.pdf	anx_146821_fr.pdf
7	61872223	EU/1/96/007	20200116146821	146821	2020-01-16	2020	http://ec.europa.eu/health/documents/community-register/2020/20200116146821/anx_146821_fr.pdf	anx_146821_fr.pdf
7	61650831	EU/1/96/007	20200116146821	146821	2020-01-16	2020	http://ec.europa.eu/health/documents/community-register/2020/20200116146821/anx_146821_fr.pdf	anx_146821_fr.pdf
8	62448341	EU/1/96/008	20201105149860	149860	2020-11-05	2020	http://ec.europa.eu/health/documents/community-register/2020/20201105149860/anx_149860_fr.pdf	anx_149860_fr.pdf
8	60727755	EU/1/96/008	20201105149860	149860	2020-11-05	2020	http://ec.europa.eu/health/documents/community-register/2020/20201105149860/anx_149860_fr.pdf	anx_149860_fr.pdf
8	65393373	EU/1/96/008	20201105149860	149860	2020-11-05	2020	http://ec.europa.eu/health/documents/community-register/2020/20201105149860/anx_149860_fr.pdf	anx_149860_fr.pdf
8	65214799	EU/1/96/008	20201105149860	149860	2020-11-05	2020	http://ec.europa.eu/health/documents/community-register/2020/20201105149860/anx_149860_fr.pdf	anx_149860_fr.pdf
8	61358503	EU/1/96/008	20201105149860	149860	2020-11-05	2020	http://ec.europa.eu/health/documents/community-register/2020/20201105149860/anx_149860_fr.pdf	anx_149860_fr.pdf
10	66292199	EU/1/96/010	20200727148755	148755	2020-07-27	2020	http://ec.europa.eu/health/documents/community-register/2020/20200727148755/anx_148755_fr.pdf	anx_148755_fr.pdf
11	62362369	EU/1/96/011	20210118150596	150596	2021-01-18	2021	http://ec.europa.eu/health/documents/community-register/2021/20210118150596/anx_150596_fr.pdf	anx_150596_fr.pdf
12	61213881	EU/1/96/012	20190520145012	145012	2019-05-20	2019	http://ec.europa.eu/health/documents/community-register/2019/20190520145012/anx_145012_fr.pdf	anx_145012_fr.pdf
12	64530520	EU/1/96/012	20190520145012	145012	2019-05-20	2019	http://ec.europa.eu/health/documents/community-register/2019/20190520145012/anx_145012_fr.pdf	anx_145012_fr.pdf
15	64777862	EU/1/96/015	20210326151051	151051	2021-03-26	2021	http://ec.europa.eu/health/documents/community-register/2021/20210326151051/anx_151051_fr.pdf	anx_151051_fr.pdf
15	62715513	EU/1/96/015	20210326151051	151051	2021-03-26	2021	http://ec.europa.eu/health/documents/community-register/2021/20210326151051/anx_151051_fr.pdf	anx_151051_fr.pdf
15	68036070	EU/1/96/015	20210326151051	151051	2021-03-26	2021	http://ec.europa.eu/health/documents/community-register/2021/20210326151051/anx_151051_fr.pdf	anx_151051_fr.pdf
16	63462422	EU/1/96/016	20150814149224	149224	2015-08-14	2015	http://ec.europa.eu/health/documents/community-register/2015/20150814149224/anx_149224_fr.pdf	anx_149224_fr.pdf
16	67851855	EU/1/96/016	20150814149224	149224	2015-08-14	2015	http://ec.europa.eu/health/documents/community-register/2015/20150814149224/anx_149224_fr.pdf	anx_149224_fr.pdf
16	65102533	EU/1/96/016	20150814149224	149224	2015-08-14	2015	http://ec.europa.eu/health/documents/community-register/2015/20150814149224/anx_149224_fr.pdf	anx_149224_fr.pdf
18	63335058	EU/1/96/018	20160706135440	135440	2016-07-06	2016	http://ec.europa.eu/health/documents/community-register/2016/20160706135440/anx_135440_fr.pdf	anx_135440_fr.pdf
20	65991659	EU/1/96/020	20210310151069	151069	2021-03-10	2021	http://ec.europa.eu/health/documents/community-register/2021/20210310151069/anx_151069_fr.pdf	anx_151069_fr.pdf
22	60841335	EU/1/96/022	20200221147036	147036	2020-02-21	2020	http://ec.europa.eu/health/documents/community-register/2020/20200221147036/anx_147036_fr.pdf	anx_147036_fr.pdf
22	63739570	EU/1/96/022	20200221147036	147036	2020-02-21	2020	http://ec.europa.eu/health/documents/community-register/2020/20200221147036/anx_147036_fr.pdf	anx_147036_fr.pdf
22	60456154	EU/1/96/022	20200221147036	147036	2020-02-21	2020	http://ec.europa.eu/health/documents/community-register/2020/20200221147036/anx_147036_fr.pdf	anx_147036_fr.pdf
22	67974498	EU/1/96/022	20200221147036	147036	2020-02-21	2020	http://ec.europa.eu/health/documents/community-register/2020/20200221147036/anx_147036_fr.pdf	anx_147036_fr.pdf
26	60585996	EU/1/96/026	20190731145667	145667	2019-07-31	2019	http://ec.europa.eu/health/documents/community-register/2019/20190731145667/anx_145667_fr.pdf	anx_145667_fr.pdf
26	60186043	EU/1/96/026	20190731145667	145667	2019-07-31	2019	http://ec.europa.eu/health/documents/community-register/2019/20190731145667/anx_145667_fr.pdf	anx_145667_fr.pdf
27	63901015	EU/1/96/027	20210118150586	150586	2021-01-18	2021	http://ec.europa.eu/health/documents/community-register/2021/20210118150586/anx_150586_fr.pdf	anx_150586_fr.pdf
27	63093822	EU/1/96/027	20210118150586	150586	2021-01-18	2021	http://ec.europa.eu/health/documents/community-register/2021/20210118150586/anx_150586_fr.pdf	anx_150586_fr.pdf
27	61126871	EU/1/96/027	20210118150586	150586	2021-01-18	2021	http://ec.europa.eu/health/documents/community-register/2021/20210118150586/anx_150586_fr.pdf	anx_150586_fr.pdf
29	64737775	EU/1/97/029	20210310151078	151078	2021-03-10	2021	http://ec.europa.eu/health/documents/community-register/2021/20210310151078/anx_151078_fr.pdf	anx_151078_fr.pdf
30	62424027	EU/1/97/030	20200408147783	147783	2020-04-08	2020	http://ec.europa.eu/health/documents/community-register/2020/20200408147783/anx_147783_fr.pdf	anx_147783_fr.pdf
30	61646128	EU/1/97/030	20200408147783	147783	2020-04-08	2020	http://ec.europa.eu/health/documents/community-register/2020/20200408147783/anx_147783_fr.pdf	anx_147783_fr.pdf
31	61588778	EU/1/97/031	20180315140462	140462	2018-03-15	2018	http://ec.europa.eu/health/documents/community-register/2018/20180315140462/anx_140462_fr.pdf	anx_140462_fr.pdf
31	60168515	EU/1/97/031	20180315140462	140462	2018-03-15	2018	http://ec.europa.eu/health/documents/community-register/2018/20180315140462/anx_140462_fr.pdf	anx_140462_fr.pdf
31	61979289	EU/1/97/031	20180315140462	140462	2018-03-15	2018	http://ec.europa.eu/health/documents/community-register/2018/20180315140462/anx_140462_fr.pdf	anx_140462_fr.pdf
31	61926518	EU/1/97/031	20180315140462	140462	2018-03-15	2018	http://ec.europa.eu/health/documents/community-register/2018/20180315140462/anx_140462_fr.pdf	anx_140462_fr.pdf
31	66823618	EU/1/97/031	20180315140462	140462	2018-03-15	2018	http://ec.europa.eu/health/documents/community-register/2018/20180315140462/anx_140462_fr.pdf	anx_140462_fr.pdf
31	65831505	EU/1/97/031	20180315140462	140462	2018-03-15	2018	http://ec.europa.eu/health/documents/community-register/2018/20180315140462/anx_140462_fr.pdf	anx_140462_fr.pdf
31	67644397	EU/1/97/031	20180315140462	140462	2018-03-15	2018	http://ec.europa.eu/health/documents/community-register/2018/20180315140462/anx_140462_fr.pdf	anx_140462_fr.pdf
31	61048077	EU/1/97/031	20180315140462	140462	2018-03-15	2018	http://ec.europa.eu/health/documents/community-register/2018/20180315140462/anx_140462_fr.pdf	anx_140462_fr.pdf
31	65090312	EU/1/97/031	20180315140462	140462	2018-03-15	2018	http://ec.europa.eu/health/documents/community-register/2018/20180315140462/anx_140462_fr.pdf	anx_140462_fr.pdf
33	66674494	EU/1/97/033	20200622148531	148531	2020-06-22	2020	http://ec.europa.eu/health/documents/community-register/2020/20200622148531/anx_148531_fr.pdf	anx_148531_fr.pdf
33	62493653	EU/1/97/033	20200622148531	148531	2020-06-22	2020	http://ec.europa.eu/health/documents/community-register/2020/20200622148531/anx_148531_fr.pdf	anx_148531_fr.pdf
39	64781800	EU/1/97/039	20200417148023	148023	2020-04-17	2020	http://ec.europa.eu/health/documents/community-register/2020/20200417148023/anx_148023_fr.pdf	anx_148023_fr.pdf
39	68718427	EU/1/97/039	20200417148023	148023	2020-04-17	2020	http://ec.europa.eu/health/documents/community-register/2020/20200417148023/anx_148023_fr.pdf	anx_148023_fr.pdf
44	67077388	EU/1/97/044	20190826145870	145870	2019-08-26	2019	http://ec.europa.eu/health/documents/community-register/2019/20190826145870/anx_145870_fr.pdf	anx_145870_fr.pdf
45	67854641	EU/1/97/045	20190208143836	143836	2019-02-08	2019	http://ec.europa.eu/health/documents/community-register/2019/20190208143836/anx_143836_fr.pdf	anx_143836_fr.pdf
45	66743143	EU/1/97/045	20190208143836	143836	2019-02-08	2019	http://ec.europa.eu/health/documents/community-register/2019/20190208143836/anx_143836_fr.pdf	anx_143836_fr.pdf
46	64522751	EU/1/97/046	20210219150496	150496	2021-02-19	2021	http://ec.europa.eu/health/documents/community-register/2021/20210219150496/anx_150496_fr.pdf	anx_150496_fr.pdf
46	67481345	EU/1/97/046	20210219150496	150496	2021-02-19	2021	http://ec.europa.eu/health/documents/community-register/2021/20210219150496/anx_150496_fr.pdf	anx_150496_fr.pdf
46	64933635	EU/1/97/046	20210219150496	150496	2021-02-19	2021	http://ec.europa.eu/health/documents/community-register/2021/20210219150496/anx_150496_fr.pdf	anx_150496_fr.pdf
47	60839455	EU/1/97/047	20191119146483	146483	2019-11-19	2019	http://ec.europa.eu/health/documents/community-register/2019/20191119146483/anx_146483_fr.pdf	anx_146483_fr.pdf
47	63965053	EU/1/97/047	20191119146483	146483	2019-11-19	2019	http://ec.europa.eu/health/documents/community-register/2019/20191119146483/anx_146483_fr.pdf	anx_146483_fr.pdf
47	62084553	EU/1/97/047	20191119146483	146483	2019-11-19	2019	http://ec.europa.eu/health/documents/community-register/2019/20191119146483/anx_146483_fr.pdf	anx_146483_fr.pdf
47	61613014	EU/1/97/047	20191119146483	146483	2019-11-19	2019	http://ec.europa.eu/health/documents/community-register/2019/20191119146483/anx_146483_fr.pdf	anx_146483_fr.pdf
47	65424737	EU/1/97/047	20191119146483	146483	2019-11-19	2019	http://ec.europa.eu/health/documents/community-register/2019/20191119146483/anx_146483_fr.pdf	anx_146483_fr.pdf
50	69016117	EU/1/97/050	20200217147065	147065	2020-02-17	2020	http://ec.europa.eu/health/documents/community-register/2020/20200217147065/anx_147065_fr.pdf	anx_147065_fr.pdf
50	67432729	EU/1/97/050	20200217147065	147065	2020-02-17	2020	http://ec.europa.eu/health/documents/community-register/2020/20200217147065/anx_147065_fr.pdf	anx_147065_fr.pdf
50	67527910	EU/1/97/050	20200217147065	147065	2020-02-17	2020	http://ec.europa.eu/health/documents/community-register/2020/20200217147065/anx_147065_fr.pdf	anx_147065_fr.pdf
50	66881233	EU/1/97/050	20200217147065	147065	2020-02-17	2020	http://ec.europa.eu/health/documents/community-register/2020/20200217147065/anx_147065_fr.pdf	anx_147065_fr.pdf
50	69922895	EU/1/97/050	20200217147065	147065	2020-02-17	2020	http://ec.europa.eu/health/documents/community-register/2020/20200217147065/anx_147065_fr.pdf	anx_147065_fr.pdf
50	60267171	EU/1/97/050	20200217147065	147065	2020-02-17	2020	http://ec.europa.eu/health/documents/community-register/2020/20200217147065/anx_147065_fr.pdf	anx_147065_fr.pdf
53	62616337	EU/1/97/053	20201218150228	150228	2020-12-18	2020	http://ec.europa.eu/health/documents/community-register/2020/20201218150228/anx_150228_fr.pdf	anx_150228_fr.pdf
55	62228427	EU/1/97/055	20150703150960	150960	2015-07-03	2015	http://ec.europa.eu/health/documents/community-register/2015/20150703150960/anx_150960_fr.pdf	anx_150960_fr.pdf
55	63791738	EU/1/97/055	20150703150960	150960	2015-07-03	2015	http://ec.europa.eu/health/documents/community-register/2015/20150703150960/anx_150960_fr.pdf	anx_150960_fr.pdf
55	65501436	EU/1/97/055	20150703150960	150960	2015-07-03	2015	http://ec.europa.eu/health/documents/community-register/2015/20150703150960/anx_150960_fr.pdf	anx_150960_fr.pdf
55	69410368	EU/1/97/055	20150703150960	150960	2015-07-03	2015	http://ec.europa.eu/health/documents/community-register/2015/20150703150960/anx_150960_fr.pdf	anx_150960_fr.pdf
57	68052014	EU/1/97/057	20120614140242	140242	2012-06-14	2012	http://ec.europa.eu/health/documents/community-register/2012/20120614140242/anx_140242_fr.pdf	anx_140242_fr.pdf
58	65521773	EU/1/98/058	20190131143734	143734	2019-01-31	2019	http://ec.europa.eu/health/documents/community-register/2019/20190131143734/anx_143734_fr.pdf	anx_143734_fr.pdf
63	68319944	EU/1/98/063	20201015149450	149450	2020-10-15	2020	http://ec.europa.eu/health/documents/community-register/2020/20201015149450/anx_149450_fr.pdf	anx_149450_fr.pdf
63	62332372	EU/1/98/063	20201015149450	149450	2020-10-15	2020	http://ec.europa.eu/health/documents/community-register/2020/20201015149450/anx_149450_fr.pdf	anx_149450_fr.pdf
63	62090595	EU/1/98/063	20201015149450	149450	2020-10-15	2020	http://ec.europa.eu/health/documents/community-register/2020/20201015149450/anx_149450_fr.pdf	anx_149450_fr.pdf
63	69483042	EU/1/98/063	20201015149450	149450	2020-10-15	2020	http://ec.europa.eu/health/documents/community-register/2020/20201015149450/anx_149450_fr.pdf	anx_149450_fr.pdf
63	62657978	EU/1/98/063	20201015149450	149450	2020-10-15	2020	http://ec.europa.eu/health/documents/community-register/2020/20201015149450/anx_149450_fr.pdf	anx_149450_fr.pdf
63	63866728	EU/1/98/063	20201015149450	149450	2020-10-15	2020	http://ec.europa.eu/health/documents/community-register/2020/20201015149450/anx_149450_fr.pdf	anx_149450_fr.pdf
63	68975699	EU/1/98/063	20201015149450	149450	2020-10-15	2020	http://ec.europa.eu/health/documents/community-register/2020/20201015149450/anx_149450_fr.pdf	anx_149450_fr.pdf
63	66975533	EU/1/98/063	20201015149450	149450	2020-10-15	2020	http://ec.europa.eu/health/documents/community-register/2020/20201015149450/anx_149450_fr.pdf	anx_149450_fr.pdf
66	69850613	EU/1/98/066	20201019149561	149561	2020-10-19	2020	http://ec.europa.eu/health/documents/community-register/2020/20201019149561/anx_149561_fr.pdf	anx_149561_fr.pdf
66	61689033	EU/1/98/066	20201019149561	149561	2020-10-19	2020	http://ec.europa.eu/health/documents/community-register/2020/20201019149561/anx_149561_fr.pdf	anx_149561_fr.pdf
66	67885398	EU/1/98/066	20201019149561	149561	2020-10-19	2020	http://ec.europa.eu/health/documents/community-register/2020/20201019149561/anx_149561_fr.pdf	anx_149561_fr.pdf
66	64708108	EU/1/98/066	20201019149561	149561	2020-10-19	2020	http://ec.europa.eu/health/documents/community-register/2020/20201019149561/anx_149561_fr.pdf	anx_149561_fr.pdf
66	67070657	EU/1/98/066	20201019149561	149561	2020-10-19	2020	http://ec.europa.eu/health/documents/community-register/2020/20201019149561/anx_149561_fr.pdf	anx_149561_fr.pdf
66	67402045	EU/1/98/066	20201019149561	149561	2020-10-19	2020	http://ec.europa.eu/health/documents/community-register/2020/20201019149561/anx_149561_fr.pdf	anx_149561_fr.pdf
66	63093669	EU/1/98/066	20201019149561	149561	2020-10-19	2020	http://ec.europa.eu/health/documents/community-register/2020/20201019149561/anx_149561_fr.pdf	anx_149561_fr.pdf
67	62002638	EU/1/98/067	20210218150865	150865	2021-02-18	2021	http://ec.europa.eu/health/documents/community-register/2021/20210218150865/anx_150865_fr.pdf	anx_150865_fr.pdf
67	65348481	EU/1/98/067	20210218150865	150865	2021-02-18	2021	http://ec.europa.eu/health/documents/community-register/2021/20210218150865/anx_150865_fr.pdf	anx_150865_fr.pdf
67	65314657	EU/1/98/067	20210218150865	150865	2021-02-18	2021	http://ec.europa.eu/health/documents/community-register/2021/20210218150865/anx_150865_fr.pdf	anx_150865_fr.pdf
69	63564053	EU/1/98/069	20210129150663	150663	2021-01-29	2021	http://ec.europa.eu/health/documents/community-register/2021/20210129150663/anx_150663_fr.pdf	anx_150663_fr.pdf
69	60562855	EU/1/98/069	20210129150663	150663	2021-01-29	2021	http://ec.europa.eu/health/documents/community-register/2021/20210129150663/anx_150663_fr.pdf	anx_150663_fr.pdf
71	65715632	EU/1/98/071	20210326151331	151331	2021-03-26	2021	http://ec.europa.eu/health/documents/community-register/2021/20210326151331/anx_151331_fr.pdf	anx_151331_fr.pdf
73	67365141	EU/1/98/073	20200731148858	148858	2020-07-31	2020	http://ec.europa.eu/health/documents/community-register/2020/20200731148858/anx_148858_fr.pdf	anx_148858_fr.pdf
74	69445593	EU/1/98/074	20180719141889	141889	2018-07-19	2018	http://ec.europa.eu/health/documents/community-register/2018/20180719141889/anx_141889_fr.pdf	anx_141889_fr.pdf
76	63576333	EU/1/98/076	20170428137752	137752	2017-04-28	2017	http://ec.europa.eu/health/documents/community-register/2017/20170428137752/anx_137752_fr.pdf	anx_137752_fr.pdf
76	62522076	EU/1/98/076	20170428137752	137752	2017-04-28	2017	http://ec.europa.eu/health/documents/community-register/2017/20170428137752/anx_137752_fr.pdf	anx_137752_fr.pdf
76	67364819	EU/1/98/076	20170428137752	137752	2017-04-28	2017	http://ec.europa.eu/health/documents/community-register/2017/20170428137752/anx_137752_fr.pdf	anx_137752_fr.pdf
77	68107934	EU/1/98/077	20200602148052	148052	2020-06-02	2020	http://ec.europa.eu/health/documents/community-register/2020/20200602148052/anx_148052_fr.pdf	anx_148052_fr.pdf
77	63593884	EU/1/98/077	20200602148052	148052	2020-06-02	2020	http://ec.europa.eu/health/documents/community-register/2020/20200602148052/anx_148052_fr.pdf	anx_148052_fr.pdf
77	64669331	EU/1/98/077	20200602148052	148052	2020-06-02	2020	http://ec.europa.eu/health/documents/community-register/2020/20200602148052/anx_148052_fr.pdf	anx_148052_fr.pdf
80	66916232	EU/1/98/080	20201209149799	149799	2020-12-09	2020	http://ec.europa.eu/health/documents/community-register/2020/20201209149799/anx_149799_fr.pdf	anx_149799_fr.pdf
81	68826958	EU/1/98/081	20201124149834	149834	2020-11-24	2020	http://ec.europa.eu/health/documents/community-register/2020/20201124149834/anx_149834_fr.pdf	anx_149834_fr.pdf
84	68944294	EU/1/98/084	20200930149200	149200	2020-09-30	2020	http://ec.europa.eu/health/documents/community-register/2020/20200930149200/anx_149200_fr.pdf	anx_149200_fr.pdf
84	69890052	EU/1/98/084	20200930149200	149200	2020-09-30	2020	http://ec.europa.eu/health/documents/community-register/2020/20200930149200/anx_149200_fr.pdf	anx_149200_fr.pdf
86	61547030	EU/1/98/086	20210219150499	150499	2021-02-19	2021	http://ec.europa.eu/health/documents/community-register/2021/20210219150499/anx_150499_fr.pdf	anx_150499_fr.pdf
86	63826452	EU/1/98/086	20210219150499	150499	2021-02-19	2021	http://ec.europa.eu/health/documents/community-register/2021/20210219150499/anx_150499_fr.pdf	anx_150499_fr.pdf
86	67305500	EU/1/98/086	20210219150499	150499	2021-02-19	2021	http://ec.europa.eu/health/documents/community-register/2021/20210219150499/anx_150499_fr.pdf	anx_150499_fr.pdf
89	61842988	EU/1/98/089	20180413140757	140757	2018-04-13	2018	http://ec.europa.eu/health/documents/community-register/2018/20180413140757/anx_140757_fr.pdf	anx_140757_fr.pdf
89	68369993	EU/1/98/089	20180413140757	140757	2018-04-13	2018	http://ec.europa.eu/health/documents/community-register/2018/20180413140757/anx_140757_fr.pdf	anx_140757_fr.pdf
89	60560224	EU/1/98/089	20180413140757	140757	2018-04-13	2018	http://ec.europa.eu/health/documents/community-register/2018/20180413140757/anx_140757_fr.pdf	anx_140757_fr.pdf
90	64053720	EU/1/98/090	20181023142730	142730	2018-10-23	2018	http://ec.europa.eu/health/documents/community-register/2018/20181023142730/anx_142730_fr.pdf	anx_142730_fr.pdf
90	66161755	EU/1/98/090	20181023142730	142730	2018-10-23	2018	http://ec.europa.eu/health/documents/community-register/2018/20181023142730/anx_142730_fr.pdf	anx_142730_fr.pdf
90	61730971	EU/1/98/090	20181023142730	142730	2018-10-23	2018	http://ec.europa.eu/health/documents/community-register/2018/20181023142730/anx_142730_fr.pdf	anx_142730_fr.pdf
96	61710965	EU/1/98/096	20201116149831	149831	2020-11-16	2020	http://ec.europa.eu/health/documents/community-register/2020/20201116149831/anx_149831_fr.pdf	anx_149831_fr.pdf
96	68740943	EU/1/98/096	20201116149831	149831	2020-11-16	2020	http://ec.europa.eu/health/documents/community-register/2020/20201116149831/anx_149831_fr.pdf	anx_149831_fr.pdf
96	61030104	EU/1/98/096	20201116149831	149831	2020-11-16	2020	http://ec.europa.eu/health/documents/community-register/2020/20201116149831/anx_149831_fr.pdf	anx_149831_fr.pdf
96	62188712	EU/1/98/096	20201116149831	149831	2020-11-16	2020	http://ec.europa.eu/health/documents/community-register/2020/20201116149831/anx_149831_fr.pdf	anx_149831_fr.pdf
96	60914573	EU/1/98/096	20201116149831	149831	2020-11-16	2020	http://ec.europa.eu/health/documents/community-register/2020/20201116149831/anx_149831_fr.pdf	anx_149831_fr.pdf
96	68196114	EU/1/98/096	20201116149831	149831	2020-11-16	2020	http://ec.europa.eu/health/documents/community-register/2020/20201116149831/anx_149831_fr.pdf	anx_149831_fr.pdf
96	66254857	EU/1/98/096	20201116149831	149831	2020-11-16	2020	http://ec.europa.eu/health/documents/community-register/2020/20201116149831/anx_149831_fr.pdf	anx_149831_fr.pdf
97	69328782	EU/1/99/097	20180823142319	142319	2018-08-23	2018	http://ec.europa.eu/health/documents/community-register/2018/20180823142319/anx_142319_fr.pdf	anx_142319_fr.pdf
100	60650426	EU/1/99/100	20201120149925	149925	2020-11-20	2020	http://ec.europa.eu/health/documents/community-register/2020/20201120149925/anx_149925_fr.pdf	anx_149925_fr.pdf
103	66743830	EU/1/99/103	20200930149351	149351	2020-09-30	2020	http://ec.europa.eu/health/documents/community-register/2020/20200930149351/anx_149351_fr.pdf	anx_149351_fr.pdf
103	62981909	EU/1/99/103	20200930149351	149351	2020-09-30	2020	http://ec.europa.eu/health/documents/community-register/2020/20200930149351/anx_149351_fr.pdf	anx_149351_fr.pdf
103	64968807	EU/1/99/103	20200930149351	149351	2020-09-30	2020	http://ec.europa.eu/health/documents/community-register/2020/20200930149351/anx_149351_fr.pdf	anx_149351_fr.pdf
103	60106606	EU/1/99/103	20200930149351	149351	2020-09-30	2020	http://ec.europa.eu/health/documents/community-register/2020/20200930149351/anx_149351_fr.pdf	anx_149351_fr.pdf
103	60937230	EU/1/99/103	20200930149351	149351	2020-09-30	2020	http://ec.europa.eu/health/documents/community-register/2020/20200930149351/anx_149351_fr.pdf	anx_149351_fr.pdf
107	62666240	EU/1/99/107	20200211147239	147239	2020-02-11	2020	http://ec.europa.eu/health/documents/community-register/2020/20200211147239/anx_147239_fr.pdf	anx_147239_fr.pdf
107	65659614	EU/1/99/107	20200211147239	147239	2020-02-11	2020	http://ec.europa.eu/health/documents/community-register/2020/20200211147239/anx_147239_fr.pdf	anx_147239_fr.pdf
108	69694018	EU/1/99/108	20200504148079	148079	2020-05-04	2020	http://ec.europa.eu/health/documents/community-register/2020/20200504148079/anx_148079_fr.pdf	anx_148079_fr.pdf
108	65987486	EU/1/99/108	20200504148079	148079	2020-05-04	2020	http://ec.europa.eu/health/documents/community-register/2020/20200504148079/anx_148079_fr.pdf	anx_148079_fr.pdf
108	60508302	EU/1/99/108	20200504148079	148079	2020-05-04	2020	http://ec.europa.eu/health/documents/community-register/2020/20200504148079/anx_148079_fr.pdf	anx_148079_fr.pdf
109	60124020	EU/1/99/109	20200309147457	147457	2020-03-09	2020	http://ec.europa.eu/health/documents/community-register/2020/20200309147457/anx_147457_fr.pdf	anx_147457_fr.pdf
109	66506404	EU/1/99/109	20200309147457	147457	2020-03-09	2020	http://ec.europa.eu/health/documents/community-register/2020/20200309147457/anx_147457_fr.pdf	anx_147457_fr.pdf
